Year,County_FIPS,County,State,Obesity Percentage,Overall SVI,
2018,21099,Hart County,Kentucky,26.1,0.7659,
2018,21101,Henderson County,Kentucky,34.5,0.7089,
2018,21103,Henry County,Kentucky,20.9,0.5274,
2018,21105,Hickman County,Kentucky,23.1,0.5739,
2018,21107,Hopkins County,Kentucky,36.9,0.5541,
2018,21109,Jackson County,Kentucky,32.4,0.6662,
2018,21111,Jefferson County,Kentucky,31.7,0.5682,
2018,21113,Jessamine County,Kentucky,24,0.5201,
2018,21115,Johnson County,Kentucky,37.5,0.8102,
2018,21117,Kenton County,Kentucky,33.2,0.3379,
2018,21119,Knott County,Kentucky,39.1,0.8548,
2018,21121,Knox County,Kentucky,30.7,0.8325,
2018,21123,Larue County,Kentucky,29.4,0.5318,
2018,21125,Laurel County,Kentucky,36.4,0.7522,
2018,21127,Lawrence County,Kentucky,41.4,0.7583,
2018,21129,Lee County,Kentucky,36.3,0.8182,
2018,21131,Leslie County,Kentucky,37,0.7745,
2018,21133,Letcher County,Kentucky,34.8,0.8755,
2018,21135,Lewis County,Kentucky,34.3,0.6242,
2018,21137,Lincoln County,Kentucky,25.5,0.7083,
2018,21139,Livingston County,Kentucky,25.5,0.264,
2018,21141,Logan County,Kentucky,30.3,0.5287,
2018,21143,Lyon County,Kentucky,25.5,0.3252,
2018,21151,Madison County,Kentucky,34.1,0.4968,
2018,21153,Magoffin County,Kentucky,34.5,0.8057,
2018,21155,Marion County,Kentucky,30.1,0.9057,
2018,21157,Marshall County,Kentucky,28.9,0.2723,
2018,21159,Martin County,Kentucky,31.6,0.8494,
2018,21161,Mason County,Kentucky,31.5,0.6682,
2018,21145,Mccracken County,Kentucky,29.5,0.4153,
2018,21147,Mccreary County,Kentucky,31.3,0.878,
2018,21149,Mclean County,Kentucky,24.3,0.4217,
2018,21163,Meade County,Kentucky,30.1,0.3178,
2018,21165,Menifee County,Kentucky,34.3,0.5847,
2018,21167,Mercer County,Kentucky,21.2,0.4134,
2018,21169,Metcalfe County,Kentucky,25.7,0.6812,
2018,21171,Monroe County,Kentucky,27,0.6975,
2018,21173,Montgomery County,Kentucky,32,0.7987,
2018,21175,Morgan County,Kentucky,30.7,0.8293,
2018,21177,Muhlenberg County,Kentucky,33.2,0.6134,
2018,21179,Nelson County,Kentucky,32.6,0.2895,
2018,21181,Nicholas County,Kentucky,22.3,0.8197,
2018,21183,Ohio County,Kentucky,27.6,0.5799,
2018,21185,Oldham County,Kentucky,24.2,0.0395,
2018,21187,Owen County,Kentucky,26,0.5264,
2018,21189,Owsley County,Kentucky,31.6,0.8414,
2018,21191,Pendleton County,Kentucky,28,0.415,
2018,21193,Perry County,Kentucky,40.1,0.9051,
2018,21195,Pike County,Kentucky,38.5,0.7908,
2018,21197,Powell County,Kentucky,22,0.7732,
2018,21199,Pulaski County,Kentucky,36.6,0.742,
2018,21201,Robertson County,Kentucky,18.9,0.3538,
2018,21203,Rockcastle County,Kentucky,28,0.7882,
2018,21205,Rowan County,Kentucky,33.3,0.7557,
2018,21207,Russell County,Kentucky,30.5,0.8634,
2018,21209,Scott County,Kentucky,26.9,0.3331,
2018,21211,Shelby County,Kentucky,24.5,0.4261,
2018,21213,Simpson County,Kentucky,34.7,0.2879,
2018,21215,Spencer County,Kentucky,25.3,0.0369,
2018,21217,Taylor County,Kentucky,34.7,0.721,
2018,21219,Todd County,Kentucky,34,0.8092,
2018,21221,Trigg County,Kentucky,29.7,0.365,
2018,21223,Trimble County,Kentucky,22.8,0.7143,
2018,21225,Union County,Kentucky,31.6,0.5366,
2018,21227,Warren County,Kentucky,26.5,0.7096,
2018,21229,Washington County,Kentucky,26.3,0.5127,
2018,21231,Wayne County,Kentucky,35.5,0.7478,
2018,21233,Webster County,Kentucky,27,0.7854,
2018,21235,Whitley County,Kentucky,33.1,0.8379,
2018,21237,Wolfe County,Kentucky,26.6,0.8621,
2018,21239,Woodford County,Kentucky,23.3,0.2041,
2018,22001,Acadia Parish,Louisiana,36.3,0.9182,
2018,22003,Allen Parish,Louisiana,23.3,0.9261,
2018,22005,Ascension Parish,Louisiana,31.7,0.3968,
2018,22007,Assumption Parish,Louisiana,28.5,0.779,
2018,22009,Avoyelles Parish,Louisiana,33.5,0.9634,
2018,22011,Beauregard Parish,Louisiana,30,0.6519,
2018,22013,Bienville Parish,Louisiana,21.4,0.9401,
2018,22015,Bossier Parish,Louisiana,34.9,0.5876,
2018,22017,Caddo Parish,Louisiana,40.7,0.8385,
2018,22019,Calcasieu Parish,Louisiana,35.8,0.7392,
2018,22021,Caldwell Parish,Louisiana,26.9,0.9331,
2018,22023,Cameron Parish,Louisiana,22.7,0.2643,
2018,22025,Catahoula Parish,Louisiana,22.3,0.7806,
2018,22027,Claiborne Parish,Louisiana,27.7,0.9478,
2018,22029,Concordia Parish,Louisiana,26,0.9134,
2018,22031,De Soto Parish,Louisiana,29,0.8917,
2018,22033,East Baton Rouge Parish,Louisiana,35.2,0.6653,
2018,22035,East Carroll Parish,Louisiana,18.3,0.9357,
2018,22037,East Feliciana Parish,Louisiana,22.4,0.8185,
2018,22039,Evangeline Parish,Louisiana,22.9,0.9975,
2018,22041,Franklin Parish,Louisiana,25.1,0.9519,
2018,22043,Grant Parish,Louisiana,30.4,0.6274,
2018,22045,Iberia Parish,Louisiana,35.3,0.9605,
2018,22047,Iberville Parish,Louisiana,25.7,0.886,
2018,22049,Jackson Parish,Louisiana,22.2,0.9382,
2018,22051,Jefferson Parish,Louisiana,33,0.6121,
2018,22053,Jefferson Davis Parish,Louisiana,32.5,0.8105,
2018,22055,Lafayette Parish,Louisiana,27.2,0.6217,
2018,22057,Lafourche Parish,Louisiana,34.6,0.7669,
2018,22059,Lasalle Parish,Louisiana,28,0.7634,
2018,22061,Lincoln Parish,Louisiana,25.2,0.8478,
2018,22063,Livingston Parish,Louisiana,36.6,0.4309,
2018,22065,Madison Parish,Louisiana,22.9,0.9697,
2018,22067,Morehouse Parish,Louisiana,34.2,0.8847,
2018,22069,Natchitoches Parish,Louisiana,27.4,0.8573,
2018,22071,Orleans Parish,Louisiana,28.4,0.7449,
2018,22073,Ouachita Parish,Louisiana,40,0.8522,
2018,22075,Plaquemines Parish,Louisiana,27,0.7061,
2018,22077,Pointe Coupee Parish,Louisiana,24.5,0.8475,
2018,22079,Rapides Parish,Louisiana,35.7,0.9086,
2018,22081,Red River Parish,Louisiana,20.5,0.8137,
2018,22083,Richland Parish,Louisiana,23.1,0.8554,
2018,22085,Sabine Parish,Louisiana,29.2,0.8315,
2018,22087,St. Bernard Parish,Louisiana,33.5,0.7713,
2018,22089,St. Charles Parish,Louisiana,32.6,0.3529,
2018,22091,St. Helena Parish,Louisiana,21.9,0.9,
2018,22093,St. James Parish,Louisiana,26.5,0.6299,
2018,22095,St. John The Baptist Parish,Louisiana,31.8,0.7468,
2018,22097,St. Landry Parish,Louisiana,34.4,0.922,
2018,22099,St. Martin Parish,Louisiana,30,0.7831,
2018,22101,St. Mary Parish,Louisiana,34.6,0.9162,
2018,22103,St. Tammany Parish,Louisiana,28.2,0.3105,
2018,22105,Tangipahoa Parish,Louisiana,39.1,0.8885,
2018,22107,Tensas Parish,Louisiana,17.7,0.8366,
2018,22109,Terrebonne Parish,Louisiana,38.8,0.8952,
2018,22111,Union Parish,Louisiana,24.1,0.808,
2018,22113,Vermilion Parish,Louisiana,34.6,0.8201,
2018,22115,Vernon Parish,Louisiana,31.9,0.7433,
2018,22117,Washington Parish,Louisiana,39,0.9962,
2018,22119,Webster Parish,Louisiana,31.3,0.879,
2018,22121,West Baton Rouge Parish,Louisiana,21.5,0.7611,
2018,22123,West Carroll Parish,Louisiana,24,0.6685,
2018,22125,West Feliciana Parish,Louisiana,18,0.6901,
2018,22127,Winn Parish,Louisiana,21.9,0.7755,
2018,23001,Androscoggin County,Maine,33.1,0.5567,
2018,23003,Aroostook County,Maine,36.9,0.5946,
2018,23005,Cumberland County,Maine,22.7,0.1363,
2018,23007,Franklin County,Maine,31.4,0.215,
2018,23009,Hancock County,Maine,26.5,0.193,
2018,23011,Kennebec County,Maine,31.3,0.3787,
2018,23013,Knox County,Maine,27.1,0.1475,
2018,23015,Lincoln County,Maine,25.3,0.1143,
2018,23017,Oxford County,Maine,30.5,0.3726,
2018,23019,Penobscot County,Maine,32.9,0.4532,
2018,23021,Piscataquis County,Maine,35.5,0.4898,
2018,23023,Sagadahoc County,Maine,23,0.0522,
2018,23025,Somerset County,Maine,32.2,0.622,
2018,23027,Waldo County,Maine,29.5,0.2197,
2018,23029,Washington County,Maine,34,0.6439,
2018,23031,York County,Maine,29.1,0.0936,
2018,24001,Allegany County,Maryland,33.5,0.621,
2018,24003,Anne Arundel County,Maryland,30.3,0.1783,
2018,24005,Baltimore County,Maryland,31.5,0.3818,
2018,24510,Baltimore City,Maryland,34.7,0.8312,
2018,24009,Calvert County,Maryland,29.9,0.0471,
2018,24011,Caroline County,Maryland,39.6,0.5535,
2018,24013,Carroll County,Maryland,28,0.0404,
2018,24015,Cecil County,Maryland,33.4,0.2933,
2018,24017,Charles County,Maryland,39.4,0.1723,
2018,24019,Dorchester County,Maryland,39.8,0.7506,
2018,24021,Frederick County,Maryland,30.2,0.1589,
2018,24023,Garrett County,Maryland,31.4,0.1812,
2018,24025,Harford County,Maryland,30.8,0.0933,
2018,24027,Howard County,Maryland,24.7,0.1306,
2018,24029,Kent County,Maryland,30,0.4277,
2018,24031,Montgomery County,Maryland,21.8,0.3255,
2018,24033,Prince George&#39,s County,Maryland,37.2,0.6261
2018,24035,Queen Anne&#39,s County,Maryland,26.4,0.022
2018,24039,Somerset County,Maryland,35.7,0.8978,
2018,24037,St. Mary&#39,s County,Maryland,35.7,0.2086
2018,24041,Talbot County,Maryland,28.8,0.1331,
2018,24043,Washington County,Maryland,35.6,0.614,
2018,24045,Wicomico County,Maryland,36.1,0.7739,
2018,24047,Worcester County,Maryland,35.1,0.2803,
2018,25001,Barnstable County,Massachusetts,21.7,0.0564,
2018,25003,Berkshire County,Massachusetts,23.2,0.4083,
2018,25005,Bristol County,Massachusetts,28.3,0.5248,
2018,25007,Dukes County,Massachusetts,21.3,0.0096,
2018,25009,Essex County,Massachusetts,26.7,0.508,
2018,25011,Franklin County,Massachusetts,26.5,0.2096,
2018,25013,Hampden County,Massachusetts,30.6,0.8232,
2018,25015,Hampshire County,Massachusetts,21.3,0.2325,
2018,25017,Middlesex County,Massachusetts,20.7,0.2264,
2018,25019,Nantucket County,Massachusetts,18.7,0.0268,
2018,25021,Norfolk County,Massachusetts,23.9,0.2092,
2018,25023,Plymouth County,Massachusetts,26.8,0.2303,
2018,25025,Suffolk County,Massachusetts,21.3,0.7379,
2018,25027,Worcester County,Massachusetts,28.4,0.4096,
2018,26001,Alcona County,Michigan,22.9,0.2557,
2018,26003,Alger County,Michigan,19.2,0.4481,
2018,26005,Allegan County,Michigan,28.1,0.1758,
2018,26007,Alpena County,Michigan,25.1,0.3408,
2018,26009,Antrim County,Michigan,29.1,0.1156,
2018,26011,Arenac County,Michigan,23.1,0.5054,
2018,26013,Baraga County,Michigan,21.5,0.6599,
2018,26015,Barry County,Michigan,26.6,0.0869,
2018,26017,Bay County,Michigan,33.5,0.4404,
2018,26019,Benzie County,Michigan,23.3,0.1051,
2018,26021,Berrien County,Michigan,30.6,0.6475,
2018,26023,Branch County,Michigan,31.5,0.6315,
2018,26025,Calhoun County,Michigan,36.1,0.7242,
2018,26027,Cass County,Michigan,26.5,0.328,
2018,26029,Charlevoix County,Michigan,29.5,0.0968,
2018,26031,Cheboygan County,Michigan,27.6,0.286,
2018,26033,Chippewa County,Michigan,35.6,0.7245,
2018,26035,Clare County,Michigan,30.3,0.772,
2018,26037,Clinton County,Michigan,32.7,0.0401,
2018,26039,Crawford County,Michigan,20.6,0.3697,
2018,26041,Delta County,Michigan,31.4,0.3545,
2018,26043,Dickinson County,Michigan,19.2,0.2296,
2018,26045,Eaton County,Michigan,32.6,0.3131,
2018,26047,Emmet County,Michigan,23.7,0.1357,
2018,26049,Genesee County,Michigan,34.8,0.6624,
2018,26051,Gladwin County,Michigan,28.5,0.5398,
2018,26053,Gogebic County,Michigan,22.4,0.4038,
2018,26055,Grand Traverse County,Michigan,24.6,0.1803,
2018,26057,Gratiot County,Michigan,35.7,0.6035,
2018,26059,Hillsdale County,Michigan,28.7,0.5019,
2018,26061,Houghton County,Michigan,22.6,0.4962,
2018,26063,Huron County,Michigan,32.3,0.2745,
2018,26065,Ingham County,Michigan,29.6,0.5742,
2018,26067,Ionia County,Michigan,31.7,0.478,
2018,26069,Iosco County,Michigan,30.9,0.4494,
2018,26071,Iron County,Michigan,20.9,0.2825,
2018,26073,Isabella County,Michigan,32.6,0.6016,
2018,26075,Jackson County,Michigan,33.6,0.5506,
2018,26077,Kalamazoo County,Michigan,28,0.407,
2018,26079,Kalkaska County,Michigan,27.3,0.5083,
2018,26081,Kent County,Michigan,29.4,0.4761,
2018,26083,Keweenaw County,Michigan,18.2,0.0787,
2018,26085,Lake County,Michigan,23.8,0.7818,
2018,26087,Lapeer County,Michigan,32.9,0.2382,
2018,26089,Leelanau County,Michigan,25.4,0.0245,
2018,26091,Lenawee County,Michigan,34.1,0.4076,
2018,26093,Livingston County,Michigan,28.7,0.0067,
2018,26095,Luce County,Michigan,19,0.5338,
2018,26097,Mackinac County,Michigan,22.8,0.6452,
2018,26099,Macomb County,Michigan,31.4,0.3296,
2018,26101,Manistee County,Michigan,27.2,0.3997,
2018,26103,Marquette County,Michigan,30.4,0.3057,
2018,26105,Mason County,Michigan,28.4,0.3376,
2018,26107,Mecosta County,Michigan,30.7,0.5975,
2018,26109,Menominee County,Michigan,24.2,0.2764,
2018,26111,Midland County,Michigan,32.9,0.1618,
2018,26113,Missaukee County,Michigan,28.2,0.4755,
2018,26115,Monroe County,Michigan,34.4,0.1494,
2018,26117,Montcalm County,Michigan,39.7,0.6127,
2018,26119,Montmorency County,Michigan,22.9,0.3729,
2018,26121,Muskegon County,Michigan,35.9,0.7035,
2018,26123,Newaygo County,Michigan,30.7,0.6318,
2018,26125,Oakland County,Michigan,24.8,0.114,
2018,26127,Oceana County,Michigan,31.8,0.858,
2018,26129,Ogemaw County,Michigan,24.7,0.6258,
2018,26131,Ontonagon County,Michigan,21.3,0.2732,
2018,26133,Osceola County,Michigan,26.9,0.7401,
2018,26135,Oscoda County,Michigan,21.1,0.6694,
2018,26137,Otsego County,Michigan,26.3,0.3694,
2018,26139,Ottawa County,Michigan,25.3,0.2172,
2018,26141,Presque Isle County,Michigan,22.9,0.2761,
2018,26143,Roscommon County,Michigan,31.8,0.4627,
2018,26145,Saginaw County,Michigan,39.5,0.7048,
2018,26151,Sanilac County,Michigan,29.6,0.4834,
2018,26153,Schoolcraft County,Michigan,19.8,0.5452,
2018,26155,Shiawassee County,Michigan,35.5,0.1325,
2018,26147,St. Clair County,Michigan,32.2,0.279,
2018,26149,St. Joseph County,Michigan,27.9,0.6516,
2018,26157,Tuscola County,Michigan,28.5,0.3959,
2018,26159,Van Buren County,Michigan,31.4,0.6589,
2018,26161,Washtenaw County,Michigan,26,0.2236,
2018,26163,Wayne County,Michigan,34.1,0.8723,
2018,26165,Wexford County,Michigan,26.4,0.5035,
2018,27001,Aitkin County,Minnesota,26.3,0.3083,
2018,27003,Anoka County,Minnesota,31.2,0.1404,
2018,27005,Becker County,Minnesota,30.7,0.299,
2018,27007,Beltrami County,Minnesota,33.1,0.7771,
2018,27009,Benton County,Minnesota,28.7,0.4318,
2018,27011,Big Stone County,Minnesota,29.5,0.2006,
2018,27013,Blue Earth County,Minnesota,34,0.2838,
2018,27015,Brown County,Minnesota,33.3,0.1274,
2018,27017,Carlton County,Minnesota,29.9,0.2666,
2018,27019,Carver County,Minnesota,25.4,0.0124,
2018,27021,Cass County,Minnesota,31.5,0.35,
2018,27023,Chippewa County,Minnesota,28.2,0.3522,
2018,27025,Chisago County,Minnesota,23.7,0.0592,
2018,27027,Clay County,Minnesota,26.3,0.2217,
2018,27029,Clearwater County,Minnesota,26.5,0.7917,
2018,27031,Cook County,Minnesota,20.5,0.2029,
2018,27033,Cottonwood County,Minnesota,26.6,0.4726,
2018,27035,Crow Wing County,Minnesota,28,0.1223,
2018,27037,Dakota County,Minnesota,30.9,0.1207,
2018,27039,Dodge County,Minnesota,37.8,0.0573,
2018,27041,Douglas County,Minnesota,32.9,0.0446,
2018,27043,Faribault County,Minnesota,34.5,0.157,
2018,27045,Fillmore County,Minnesota,26.2,0.2169,
2018,27047,Freeborn County,Minnesota,30.7,0.4328,
2018,27049,Goodhue County,Minnesota,31.4,0.1707,
2018,27051,Grant County,Minnesota,29.7,0.0946,
2018,27053,Hennepin County,Minnesota,22.6,0.3092,
2018,27055,Houston County,Minnesota,27.7,0.0185,
2018,27057,Hubbard County,Minnesota,26.6,0.2051,
2018,27059,Isanti County,Minnesota,33.3,0.1022,
2018,27061,Itasca County,Minnesota,33.7,0.3293,
2018,27063,Jackson County,Minnesota,31.5,0.0306,
2018,27065,Kanabec County,Minnesota,26.5,0.2841,
2018,27067,Kandiyohi County,Minnesota,26.7,0.4064,
2018,27069,Kittson County,Minnesota,25.7,0.0997,
2018,27071,Koochiching County,Minnesota,28.7,0.4366,
2018,27073,Lac Qui Parle County,Minnesota,34,0.1006,
2018,27075,Lake County,Minnesota,25.9,0.1102,
2018,27077,Lake Of The Woods County,Minnesota,23,0.1576,
2018,27079,Le Sueur County,Minnesota,29.7,0.1146,
2018,27081,Lincoln County,Minnesota,24.1,0.0666,
2018,27083,Lyon County,Minnesota,31.4,0.4532,
2018,27087,Mahnomen County,Minnesota,29.6,0.8717,
2018,27089,Marshall County,Minnesota,34.9,0.1411,
2018,27091,Martin County,Minnesota,29.2,0.1933,
2018,27085,Mcleod County,Minnesota,35.8,0.1261,
2018,27093,Meeker County,Minnesota,34.9,0.1869,
2018,27095,Mille Lacs County,Minnesota,27.7,0.5917,
2018,27097,Morrison County,Minnesota,27.5,0.2682,
2018,27099,Mower County,Minnesota,30.2,0.6283,
2018,27101,Murray County,Minnesota,35.4,0.1064,
2018,27103,Nicollet County,Minnesota,28.5,0.2513,
2018,27105,Nobles County,Minnesota,28.9,0.815,
2018,27107,Norman County,Minnesota,31.2,0.3248,
2018,27109,Olmsted County,Minnesota,26.5,0.2599,
2018,27111,Otter Tail County,Minnesota,30.7,0.2099,
2018,27113,Pennington County,Minnesota,30.3,0.3016,
2018,27115,Pine County,Minnesota,35.6,0.4631,
2018,27117,Pipestone County,Minnesota,27,0.4646,
2018,27119,Polk County,Minnesota,33.4,0.3669,
2018,27121,Pope County,Minnesota,25.5,0.0315,
2018,27123,Ramsey County,Minnesota,28.5,0.6334,
2018,27125,Red Lake County,Minnesota,23.6,0.1525,
2018,27127,Redwood County,Minnesota,29.1,0.2293,
2018,27129,Renville County,Minnesota,31.7,0.1968,
2018,27131,Rice County,Minnesota,26.7,0.393,
2018,27133,Rock County,Minnesota,27.8,0.1532,
2018,27135,Roseau County,Minnesota,31.6,0.2478,
2018,27139,Scott County,Minnesota,28.6,0.1108,
2018,27141,Sherburne County,Minnesota,31.1,0.0885,
2018,27143,Sibley County,Minnesota,31.6,0.1315,
2018,27137,St. Louis County,Minnesota,27.5,0.3118,
2018,27145,Stearns County,Minnesota,29.3,0.3885,
2018,27147,Steele County,Minnesota,32.1,0.3013,
2018,27149,Stevens County,Minnesota,25.4,0.2258,
2018,27151,Swift County,Minnesota,32.6,0.3213,
2018,27153,Todd County,Minnesota,35.6,0.4812,
2018,27155,Traverse County,Minnesota,26.3,0.2602,
2018,27157,Wabasha County,Minnesota,37.3,0.0589,
2018,27159,Wadena County,Minnesota,32.8,0.6554,
2018,27161,Waseca County,Minnesota,24.3,0.2503,
2018,27163,Washington County,Minnesota,26.1,0.0682,
2018,27165,Watonwan County,Minnesota,28.9,0.5191,
2018,27167,Wilkin County,Minnesota,25.9,0.1924,
2018,27169,Winona County,Minnesota,30,0.2115,
2018,27171,Wright County,Minnesota,32.3,0.0462,
2018,27173,Yellow Medicine County,Minnesota,30.8,0.3344,
2018,28001,Adams County,Mississippi,34.8,0.9914,
2018,28003,Alcorn County,Mississippi,29.3,0.6955,
2018,28005,Amite County,Mississippi,30.3,0.8191,
2018,28007,Attala County,Mississippi,32.3,0.9844,
2018,28009,Benton County,Mississippi,24.1,0.6605,
2018,28011,Bolivar County,Mississippi,36,0.9675,
2018,28013,Calhoun County,Mississippi,25.3,0.965,
2018,28015,Carroll County,Mississippi,23.7,0.6303,
2018,28017,Chickasaw County,Mississippi,34,0.9143,
2018,28019,Choctaw County,Mississippi,25.7,0.8541,
2018,28021,Claiborne County,Mississippi,22,0.992,
2018,28023,Clarke County,Mississippi,27.6,0.6669,
2018,28025,Clay County,Mississippi,37.9,0.7054,
2018,28027,Coahoma County,Mississippi,33.9,0.9322,
2018,28029,Copiah County,Mississippi,31.4,0.9411,
2018,28031,Covington County,Mississippi,31.2,0.7879,
2018,28033,Desoto County,Mississippi,35.9,0.3032,
2018,28035,Forrest County,Mississippi,35.5,0.9366,
2018,28037,Franklin County,Mississippi,22.9,0.5717,
2018,28039,George County,Mississippi,27.6,0.6137,
2018,28041,Greene County,Mississippi,28.9,0.6067,
2018,28043,Grenada County,Mississippi,39.1,0.8771,
2018,28045,Hancock County,Mississippi,30.3,0.5924,
2018,28047,Harrison County,Mississippi,34.4,0.8838,
2018,28049,Hinds County,Mississippi,39.4,0.8742,
2018,28051,Holmes County,Mississippi,37.8,0.9818,
2018,28053,Humphreys County,Mississippi,29.3,0.9369,
2018,28055,Issaquena County,Mississippi,17.2,0.951,
2018,28057,Itawamba County,Mississippi,31,0.5487,
2018,28059,Jackson County,Mississippi,33.9,0.5433,
2018,28061,Jasper County,Mississippi,29.6,0.7691,
2018,28063,Jefferson County,Mississippi,28.7,0.9637,
2018,28065,Jefferson Davis County,Mississippi,30.1,0.8439,
2018,28067,Jones County,Mississippi,37.8,0.892,
2018,28069,Kemper County,Mississippi,28.2,0.9274,
2018,28071,Lafayette County,Mississippi,27.1,0.5096,
2018,28073,Lamar County,Mississippi,32.8,0.5306,
2018,28075,Lauderdale County,Mississippi,34,0.9283,
2018,28077,Lawrence County,Mississippi,31.1,0.6634,
2018,28079,Leake County,Mississippi,34.4,0.9946,
2018,28081,Lee County,Mississippi,31.8,0.7952,
2018,28083,Leflore County,Mississippi,36.5,0.9653,
2018,28085,Lincoln County,Mississippi,36.1,0.7586,
2018,28087,Lowndes County,Mississippi,34.7,0.7975,
2018,28089,Madison County,Mississippi,33.4,0.2898,
2018,28091,Marion County,Mississippi,31.6,0.935,
2018,28093,Marshall County,Mississippi,33.6,0.6904,
2018,28095,Monroe County,Mississippi,34.5,0.6398,
2018,28097,Montgomery County,Mississippi,28,0.8914,
2018,28099,Neshoba County,Mississippi,36,0.9685,
2018,28101,Newton County,Mississippi,27.6,0.9213,
2018,28103,Noxubee County,Mississippi,31.3,0.986,
2018,28105,Oktibbeha County,Mississippi,34.7,0.642,
2018,28107,Panola County,Mississippi,37.2,0.8933,
2018,28109,Pearl River County,Mississippi,33.9,0.7051,
2018,28111,Perry County,Mississippi,29.1,0.7086,
2018,28113,Pike County,Mississippi,35.4,0.9882,
2018,28115,Pontotoc County,Mississippi,32.8,0.8962,
2018,28117,Prentiss County,Mississippi,28.9,0.8513,
2018,28119,Quitman County,Mississippi,20.7,0.9545,
2018,28121,Rankin County,Mississippi,36.9,0.3127,
2018,28123,Scott County,Mississippi,40.7,0.985,
2018,28125,Sharkey County,Mississippi,17.7,0.9729,
2018,28127,Simpson County,Mississippi,29,0.9073,
2018,28129,Smith County,Mississippi,30.6,0.4732,
2018,28131,Stone County,Mississippi,24.6,0.6045,
2018,28133,Sunflower County,Mississippi,41.5,0.9494,
2018,28135,Tallahatchie County,Mississippi,32.4,0.9736,
2018,28137,Tate County,Mississippi,37.7,0.865,
2018,28139,Tippah County,Mississippi,31.4,0.8646,
2018,28141,Tishomingo County,Mississippi,30,0.6659,
2018,28143,Tunica County,Mississippi,23.2,0.972,
2018,28145,Union County,Mississippi,29.2,0.8277,
2018,28147,Walthall County,Mississippi,38.8,0.8611,
2018,28149,Warren County,Mississippi,29.5,0.8605,
2018,28151,Washington County,Mississippi,38.2,0.9783,
2018,28153,Wayne County,Mississippi,29,0.8997,
2018,28155,Webster County,Mississippi,28.6,0.5962,
2018,28157,Wilkinson County,Mississippi,25.8,0.9169,
2018,28159,Winston County,Mississippi,36.3,0.9306,
2018,28161,Yalobusha County,Mississippi,30.3,0.7347,
2018,28163,Yazoo County,Mississippi,24,0.9952,
2018,29001,Adair County,Missouri,25.1,0.4548,
2018,29003,Andrew County,Missouri,22.3,0.0325,
2018,29005,Atchison County,Missouri,26.9,0.0736,
2018,29007,Audrain County,Missouri,26,0.615,
2018,29009,Barry County,Missouri,29.9,0.7099,
2018,29011,Barton County,Missouri,21.7,0.5994,
2018,29013,Bates County,Missouri,29.8,0.3857,
2018,29015,Benton County,Missouri,24.2,0.5513,
2018,29017,Bollinger County,Missouri,28,0.4793,
2018,29019,Boone County,Missouri,27.7,0.2927,
2018,29021,Buchanan County,Missouri,33.7,0.7182,
2018,29023,Butler County,Missouri,33.6,0.8172,
2018,29025,Caldwell County,Missouri,25.4,0.4513,
2018,29027,Callaway County,Missouri,31.1,0.3232,
2018,29029,Camden County,Missouri,19.5,0.3363,
2018,29031,Cape Girardeau County,Missouri,30.4,0.4118,
2018,29033,Carroll County,Missouri,23.7,0.5325,
2018,29035,Carter County,Missouri,18.8,0.7455,
2018,29037,Cass County,Missouri,32,0.1188,
2018,29039,Cedar County,Missouri,19,0.6411,
2018,29041,Chariton County,Missouri,30.2,0.1898,
2018,29043,Christian County,Missouri,29.2,0.1497,
2018,29045,Clark County,Missouri,23.8,0.342,
2018,29047,Clay County,Missouri,32.5,0.1363,
2018,29049,Clinton County,Missouri,24.1,0.1643,
2018,29051,Cole County,Missouri,31.5,0.2583,
2018,29053,Cooper County,Missouri,21.1,0.3892,
2018,29055,Crawford County,Missouri,30.6,0.7554,
2018,29057,Dade County,Missouri,21,0.6637,
2018,29059,Dallas County,Missouri,23.4,0.7019,
2018,29061,Daviess County,Missouri,29,0.4707,
2018,29063,Dekalb County,Missouri,29,0.4054,
2018,29065,Dent County,Missouri,18.5,0.6312,
2018,29067,Douglas County,Missouri,23.8,0.5232,
2018,29069,Dunklin County,Missouri,37.8,0.958,
2018,29071,Franklin County,Missouri,33.4,0.1459,
2018,29073,Gasconade County,Missouri,25.6,0.0854,
2018,29075,Gentry County,Missouri,22.4,0.4389,
2018,29077,Greene County,Missouri,29.8,0.4395,
2018,29079,Grundy County,Missouri,25.7,0.6185,
2018,29081,Harrison County,Missouri,30.4,0.7417,
2018,29083,Henry County,Missouri,19.4,0.5959,
2018,29085,Hickory County,Missouri,22.4,0.4672,
2018,29087,Holt County,Missouri,26.9,0.1959,
2018,29089,Howard County,Missouri,20.7,0.4041,
2018,29091,Howell County,Missouri,30.3,0.6717,
2018,29093,Iron County,Missouri,18.5,0.7822,
2018,29095,Jackson County,Missouri,31.9,0.5354,
2018,29097,Jasper County,Missouri,33,0.6564,
2018,29099,Jefferson County,Missouri,31.6,0.1863,
2018,29101,Johnson County,Missouri,31.3,0.3506,
2018,29103,Knox County,Missouri,22.9,0.557,
2018,29105,Laclede County,Missouri,25.7,0.6178,
2018,29107,Lafayette County,Missouri,28.7,0.3882,
2018,29109,Lawrence County,Missouri,25.1,0.7866,
2018,29111,Lewis County,Missouri,27.3,0.4465,
2018,29113,Lincoln County,Missouri,30.8,0.2939,
2018,29115,Linn County,Missouri,22.8,0.272,
2018,29117,Livingston County,Missouri,28.2,0.3748,
2018,29121,Macon County,Missouri,30.3,0.586,
